DDX11L1	NR_046018	1	100000011873	100000014409
WASH7P	NR_024540	1	100000014361	100000029370
FAM138A	NR_026818	1	100000034610	100000036081
FAM138F	NR_026820	1	100000034610	100000036081
OR4F5	NM_001005484	1	100000069090	100000070008
LOC729737	NR_039983	1	100000134772	100000140566
LOC100132062	NR_028325	1	100000323891	100000328581
LOC100133331	NR_028327	1	100000323891	100000328581
LOC100132287	NR_028322	1	100000323891	100000328581
OR4F3	NM_001005224	1	100000367658	100000368597
OR4F16	NM_001005277	1	100000367658	100000368597
OR4F29	NM_001005221	1	100000367658	100000368597
OR4F3	NM_001005224	1	100000621095	100000622034
OR4F29	NM_001005221	1	100000621095	100000622034
OR4F16	NM_001005277	1	100000621095	100000622034
LOC100133331	NR_028327	1	100000661138	100000665731
LOC100288069	NR_033908	1	100000700244	100000714068
LINC00115	NR_024321	1	100000761585	100000762902
LOC643837	NR_047526	1	100000762970	100000778984
LOC643837	NR_047519	1	100000762970	100000794826
LOC643837	NR_015368	1	100000762970	100000794826
LOC643837	NR_047521	1	100000762970	100000794826
LOC643837	NR_047522	1	100000762970	100000794826
LOC643837	NR_047524	1	100000762970	100000794826
LOC643837	NR_047523	1	100000762970	100000794826
LOC643837	NR_047520	1	100000762970	100000794826
LOC643837	NR_047525	1	100000763177	100000794826
FAM41C	NR_027055	1	100000803450	100000812182
LOC100130417	NR_026874	1	100000852952	100000854817
SAMD11	NM_152486	1	100000861120	100000879961
NOC2L	NM_015658	1	100000879582	100000894679
KLHL17	NM_198317	1	100000895966	100000901099
PLEKHN1	NM_001160184	1	100000901876	100000910484
PLEKHN1	NM_032129	1	100000901876	100000910484
C1orf170	NR_027693	1	100000910578	100000917473
HES4	NM_021170	1	100000934341	100000935552
HES4	NM_001142467	1	100000934343	100000935552
ISG15	NM_005101	1	100000948846	100000949919
AGRN	NM_198576	1	100000955502	100000991499
RNF223	NM_001205252	1	100001007125	100001009687
C1orf159	NM_017891	1	100001017197	100001051736
LOC254099	NR_038869	1	100001072396	100001079434
MIR200B	NR_029639	1	100001102483	100001102578
MIR200A	NR_029834	1	100001103242	100001103332
MIR429	NR_029957	1	100001104384	100001104467
TTLL10	NM_001130045	1	100001109285	100001133313
TTLL10	NM_153254	1	100001115076	100001121243
TNFRSF18	NM_004195	1	100001138887	100001142089
TNFRSF18	NM_148901	1	100001138887	100001142089
TNFRSF18	NM_148902	1	100001138887	100001142089
TNFRSF4	NM_003327	1	100001146705	100001149548
